campaign_id,client_id,campaign_name,campaign_type,platform,start_date,end_date,budget_inr,objective
CMP00899,CL0000,SEO - Lead Generation,SEO,Organic Search (Google),2025-08-10,2026-09-06,45371,Lead Generation
CMP00900,CL0308,PPC - Local Footfall,PPC,,2025-11-22,2026-09-06,35467.0,Local Footfall
CMP00901,CL0190,Email Marketing - Lead Generation,Email Marketing,Email,2025-08-10,2026-09-06,,Lead Generation
CMP00902,CL0095,PPC - App Installs,PPC,Bing Ads,2025-02-22,2026/09/06,34243,App Installs
CMP00903,CL0109,Social Media Marketing - App Installs,Social Media Marketing,Meta Ads,2025-09-30,02/07/2026,97808,App Installs
CMP00904,CL0233,Content Marketing - Brand Awareness,Content Marketing,LinkedIn,2025-03-29,2026-05-16,36860,Brand Awareness
CMP00905,CL0143,PPC - Lead Generation,PPC,Google Ads,2024-10-01,2026-05-05,77596,Lead Generation
CMP00906,CL0268,Content Marketing - Brand Awareness,Content Marketing,LinkedIn,2025-10-02,2026-09-01,20735,Brand Awareness
CMP00907,CL0277,Social Media Marketing - Lead Generation,Social Media Marketing,LinkedIn Ads,2025-03-30,2026-03-21,44282.0,Lead Generation
CMP00908,CL0012,Social Media Marketing - App Installs,Social Media Marketing,LinkedIn Ads,2025-05-22,2026/05/03,78623,App Installs
CMP00909,CL0232,SEO - Local Footfall,SEO,Organic Search (Google),2026-05-13,2026-09-06,48898,Local Footfall
CMP00910,CL0119,SEO - Local Footfall,SEO,Organic Search (Google),2025-09-09,2026-05-24,24389.0,Local Footfall
CMP00911,CL0167,Local SEO / GMB - App Installs,Local SEO / GMB,Organic Search (Google),2025-06-28,2026-09-06,19943,App Installs
CMP00912,CL0085,Content Marketing - App Installs,content marketing,LinkedIn,2025-11-28,2026-08-23,49717,App Installs
CMP00913,CL9999,Local SEO / GMB - Local Footfall,Local SEO / GMB,Google My Business,05/31/2025,2026-06-16,13660,Local Footfall
CMP00914,CL0106,Email Marketing - App Installs,Email Marketing,Email,2026-03-14,2026-09-06,18868,App Installs
CMP00915,CL0017,SEO - Website Traffic,seo,Organic Search (Google),2025-11-21,2026-09-06,22747,Website Traffic
CMP00916,CL0251,Content Marketing - Local Footfall,Content Marketing,YouTube,2025-03-19,2026-09-06,43363,Local Footfall
CMP00917,CL0046,PPC - Brand Awareness,PPC,Google Ads,2026-07-08,2026-09-06,42129,Brand Awareness
CMP00918,CL0121,Content Marketing - Sales / Conversions,Content Marketing,YouTube,2026-06-11,2026-09-06,"21,904",Sales / Conversions
CMP00919,CL0062,SEO - Local Footfall,SEO,Organic Search (Google),2024-10-13,16.06.2026,35662,Local Footfall
CMP00920,CL0052,PPC - Brand Awareness,PPC,Bing Ads,2026-02-04,2026-09-06,68185,Brand Awareness
CMP00921,CL0120,Content Marketing - Brand Awareness,Content Marketing,LinkedIn,2025-10-15,2026-09-06,,Brand Awareness
CMP00922,CL0295,Content Marketing - Lead Generation,Content Marketing,Organic Search (Google),07/28/2025,2026-07-09,35639,Lead Generation
CMP00923,CL0303,Social Media Marketing - Brand Awareness,Social Media Marketing,Instagram,2025-03-11,2026-08-07,16676,Brand Awareness
CMP00924,CL0123,PPC - Website Traffic,PPC,Bing Ads,2026-07-08,2026-09-06,147857,Website Traffic
CMP00925,CL0162,PPC - Local Footfall,PPC,Google Ads,2026-03-27,2026-09-06,26771.0,Local Footfall
CMP00926,CL0316,Local SEO / GMB - Lead Generation,Local SEO / GMB,Google My Business,2024/10/22,2026-05-22,15344,Lead Generation
CMP00927,CL0076,PPC - App Installs,PPC,Google Ads,2024-12-31,2026-07-23,140884,App Installs
CMP00928,CL0303,PPC - App Installs,PPC,Google Ads,2024-12-10,2026-09-01,40160,App Installs
CMP00929,CL0034,Social Media Marketing - Local Footfall,Social Media Marketing,LinkedIn Ads,2026-06-12,2026-09-06,21201,Local Footfall
CMP00930,CL0073,PPC - App Installs,PPC,Bing Ads,2024-09-12,2026-07-18,₹nan,App Installs
CMP00931,CL0109,Social Media Marketing - Lead Generation,Social Media Marketing,LinkedIn Ads,2025-11-07,2026-09-04,nan,Lead Generation
CMP00932,CL0012,PPC - Sales / Conversions,PPC,Google Ads,2025-05-05,2026-09-06,,Sales / Conversions
CMP00933,CL0262,Content Marketing - Local Footfall,Content Marketing,YouTube,2025-08-18,2026-09-06,28047,Local Footfall
CMP00934,CL0274,Email Marketing - Local Footfall,Email Marketing,Email,2025-12-14,2026-09-06,22386,Local Footfall
CMP00935,CL0123,Local SEO / GMB - Website Traffic,Local SEO / GMB,Organic Search (Google),2026/07/08,09/06/2026,"13,392",Website Traffic
CMP00936,CL0268,Social Media Marketing - Local Footfall,Social Media Marketing,Instagram,2025-02-03,2026-09-06,26996,Local Footfall
CMP00937,CL0248,PPC - App Installs,PPC,Google Ads,2025-11-20,2026-09-06,145150,App Installs
CMP00938,CL0257,Social Media Marketing - Lead Generation,Social Media Marketing,Meta Ads,2025-12-18,2026-09-06,79784,Lead Generation
CMP00939,CL0257,Content Marketing - Local Footfall,Content Marketing,LinkedIn,2025-12-18,2026-09-06,46439,Local Footfall
CMP00940,CL0184,Social Media Marketing - Brand Awareness,Social Media Marketing,YouTube Ads,2025-11-29,2026-09-06,42190,Brand Awareness
CMP00941,CL0036,Social Media Marketing - Sales / Conversions,Social Media Marketing,Meta Ads,2025-12-05,2026-09-06,49403,Sales / Conversions
CMP00942,CL0296,Content Marketing - Brand Awareness,Content Marketing,YouTube,2025-12-31,2026-09-06,33088,Brand Awareness
CMP00943,CL0195,Social Media Marketing - App Installs,Social Media Marketing,Instagram,2025-05-31,2026-09-06,53142,App Installs
CMP00944,CL0289,Content Marketing - Lead Generation,Content Marketing,LinkedIn,2026-04-25,2026-09-06,19706,Lead Generation
CMP00945,CL0307,SEO - Website Traffic,SEO,Organic Search (Google),2025-03-07,2026-05-27,31880,Website Traffic
CMP00946,CL0060,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,2025-10-24,2026-09-06,66744,Local Footfall
CMP00947,CL0129,Social Media Marketing - App Installs,Social Media Marketing,Meta Ads,2024-09-16,2026-08-18,18218,App Installs
CMP00948,CL0062,SEO - Brand Awareness,SEO,,20/05/2025,2026-08-01,30117,Brand Awareness
CMP00949,CL0017,Email Marketing - Local Footfall,Email Marketing,Email,21-Nov-2025,06-Sep-2026,10856,Local Footfall
CMP00950,CL0310,Social Media Marketing - Sales / Conversions,Social Media Marketing,Instagram,2026-03-09,2026-09-06,20977,Sales / Conversions
CMP00951,CL0296,SEO - App Installs,SEO,Organic Search (Google),2025-12-31,2026/09/06,20520,App Installs
CMP00952,CL0299,Content Marketing - Website Traffic,Content Mktg,YouTube,2025-07-17,2026-06-07,Rs. 29827,Website Traffic
CMP00953,CL0283,Social Media Marketing - Lead Generation,Social Media Marketing,Meta Ads,2025-08-03,2026-09-04,23701,Lead Generation
CMP00954,CL0208,Content Marketing - Lead Generation,Content Marketing,YouTube,2025-12-15,2026-09-06,"23,796",Lead Generation
CMP00955,CL0168,PPC - Brand Awareness,PPC ,Bing Ads,2025-03-17,2026-09-06,92912,Brand Awareness
CMP00956,CL0318,Email Marketing - Local Footfall,Email Marketing,Email,2025-08-03,23-Aug-2026,22476,Local Footfall
CMP00957,CL0177,PPC - Local Footfall,ppc,Bing Ads,27-Mar-2025,2026-09-06,32839.0,Local Footfall
CMP00958,CL0206,Social Media Marketing - Sales / Conversions,Social Media Marketing,Meta Ads,2026-07-08,2026/09/06,51944,Sales / Conversions
CMP00959,CL0068,SEO - Local Footfall,S.E.O,Organic Search (Google),2025-09-06,21-Jul-2026,19631,Local Footfall
CMP00960,CL0239,Social Media Marketing - Lead Generation,Social Media Marketing,Meta Ads,2025-10-07,2026-08-06,,Lead Generation
CMP00961,CL0263,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,2025-12-25,2026-09-06,55843,Local Footfall
CMP00962,CL0218,Social Media Marketing - Brand Awareness,Social Media Marketing,YouTube Ads,2024-09-17,2026-04-28,82937,Brand Awareness
CMP00963,CL0160,Social Media Marketing - Lead Generation,Social Media Marketing,LinkedIn Ads,2025-09-07,2026-09-06,52594,Lead Generation
CMP00964,CL0064,Content Marketing - App Installs,content marketing,YouTube,2025-06-28,2026-09-06,47420,App Installs
CMP00965,CL0011,Social Media Marketing - Sales / Conversions,Social Media Marketing,YouTube Ads,2026-07-08,06.09.2026,26698,Sales / Conversions
CMP00966,CL0201,PPC - Brand Awareness,PPC,Bing Ads,2025-05-11,2026-09-06,26910.0,Brand Awareness
CMP00967,CL0219,Local SEO / GMB - App Installs,Local SEO / GMB,Google My Business,2025-04-26,2026-09-06,8097,App Installs
CMP00968,CL0248,Social Media Marketing - Brand Awareness,Social Media Marketing,LinkedIn Ads,2025-11-26,2026-08-25,45323,Brand Awareness
CMP00969,CL0305,Local SEO / GMB - App Installs,Local SEO / GMB,Organic Search (Google),2024-12-14,2026-08-21,12245,App Installs
CMP00970,CL0160,Local SEO / GMB - Brand Awareness,Local SEO / GMB,Google My Business,07-Sep-2025,2026-09-06,"₹10,014",Brand Awareness
CMP00971,CL0266,Email Marketing - Lead Generation,Email Marketing,Email,2025-02-13,09/06/2026,9717,Lead Generation
CMP00972,CL0230,Content Marketing - Brand Awareness,Content Marketing,YouTube,2025-12-27,2026-09-06,48999,Brand Awareness
CMP00973,CL0089,Social Media Marketing - Website Traffic,Social Media Marketing,Instagram,2025-05-20,2026-07-02,83021,Website Traffic
CMP00974,CL0271,SEO - Brand Awareness,SEO,Organic Search (Google),2025-12-27,2026-09-06,15835,Brand Awareness
CMP00975,CL0018,Social Media Marketing - Lead Generation,Social Media Marketing,Meta Ads,2025-07-14,2026-08-05,92812,Lead Generation
CMP00976,CL0192,Content Marketing - App Installs,Content Marketing,Organic Search (Google),2025-06-20,2026-09-06,Rs. 18210,App Installs
CMP00977,CL0301,Social Media Marketing - Sales / Conversions,social media marketing,Instagram,2025-05-02,2026-07-28,49505,Sales / Conversions
CMP00978,CL0211,Email Marketing - Sales / Conversions,Email Marketing,Email,2024-11-29,2026-08-13,Rs. 11552,Sales / Conversions
CMP00979,CL0300,SEO - Brand Awareness,seo,,2026-02-13,2026-09-06,33226.0,Brand Awareness
CMP00980,CL0018,PPC - Lead Generation,PPC,,2025-07-02,2026-09-06,118894,Lead Generation
CMP00981,CL0171,Social Media Marketing - Lead Generation,SMM,Instagram,2024-12-24,16.08.2026,"₹75,560",Lead Generation
CMP00982,CL0250,PPC - App Installs,PPC,Bing Ads,2025-08-19,2026-09-06,97224,App Installs
CMP00983,CL0206,SEO - Lead Generation,SEO,Organic Search (Google),2026-07-08,09/06/2026,43211,Lead Generation
CMP00984,CL0282,SEO - Brand Awareness,SEO,Organic Search (Google),2024-12-09,2026-09-02,47738,Brand Awareness
CMP00985,CL0149,Content Marketing - Local Footfall,Content Mktg,YouTube,09.04.2026,06/09/2026,17365,Local Footfall
CMP00986,CL0219,Social Media Marketing - Sales / Conversions,Social Media Marketing,Instagram,2025-05-17,2026-08-02,48631.0,Sales / Conversions
CMP00987,CL0135,SEO - App Installs,SEO,Organic Search (Google),2025-07-23,2026-09-06,19846,App Installs
CMP00988,CL0280,SEO - Sales / Conversions,SEO,Organic Search (Google),2026-02-14,2026-09-06,46687,Sales / Conversions
CMP00989,CL0039,Social Media Marketing - Local Footfall,Social Media Marketing,YouTube Ads,2026-05-24,2026-09-06,52197,Local Footfall
CMP00990,CL0082,SEO - App Installs,SEO,Organic Search (Google),2025-03-21,2026-02-14,43677,App Installs
CMP00991,CL0031,Social Media Marketing - Sales / Conversions,Social Media Marketing,Meta Ads,2025-03-17,2026-03-16,63010,Sales / Conversions
CMP00992,CL0225,Content Marketing - App Installs,Content Marketing,YouTube,2024-10-17,2026-08-25,20945,App Installs
CMP00993,CL0075,PPC - Sales / Conversions,ppc,Google Ads,2026-02-08,2026-09-06,38031,Sales / Conversions
CMP00994,CL0102,Social Media Marketing - Local Footfall,Social Media Marketing,YouTube Ads,2025-12-07,2026-09-06,97699,Local Footfall
CMP00995,CL0268,SEO - Sales / Conversions,S.E.O,Organic Search (Google),02/02/2025,2026-09-06,28197,Sales / Conversions
CMP00996,CL0116,PPC - Local Footfall,PPC,Google Ads,2026-02-28,2026-09-06,34243,Local Footfall
CMP00997,CL0047,Email Marketing - Website Traffic,email marketing,Email,2024-10-15,2026-06-24,11118,Website Traffic
CMP00998,CL0007,Social Media Marketing - Website Traffic,Social Media Marketing,YouTube Ads,2024-09-28,2026-08-01,,Website Traffic
CMP00999,CL0073,Email Marketing - Sales / Conversions,Email Marketing,Email,2024-10-23,2025-11-01,10225,Sales / Conversions
CMP01000,CL0293,PPC - App Installs,PPC,Google Ads,2025-11-23,2026-09-06,"₹148,282",App Installs
CMP01001,CL0176,PPC - App Installs,PPC,Google Ads,2025-06-08,2026-07-05,79898,App Installs
CMP01002,CL0319,Social Media Marketing - App Installs,Social Media Marketing,LinkedIn Ads,12/28/2025,2026-09-06,88254,?
CMP01003,CL0069,Social Media Marketing - App Installs,Social Media Marketing,YouTube Ads,2026-03-21,2026-09-06,70510,App Installs
CMP01004,CL0113,Local SEO / GMB - Lead Generation,Local SEO / GMB,Google My Business,2025-01-05,05/04/2026,8966,Lead Generation
CMP01005,CL0053,SEO - Local Footfall,SEO,Organic Search (Google),2024-10-05,2025-08-31,37922,Local Footfall
CMP01006,CL0128,Email Marketing - Local Footfall,Email Marketing,Email,2025-04-12,2026-06-02,13338,Local Footfall
CMP01007,CL0181,Email Marketing - Brand Awareness,Email Marketing,Email,2025-12-05,2026-09-06,9029,Brand Awareness
CMP01008,CL0259,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,2025-04-26,2026-08-11,61748,Local Footfall
CMP01009,CL0118,PPC - Website Traffic,PPC,Bing Ads,2025/06/11,2026-06-22,33382.0,Website Traffic
CMP01010,CL0247,Social Media Marketing - Brand Awareness,Social Media Marketing,Instagram,2026-07-03,2026-09-06,74355,Brand Awareness
CMP01011,CL0201,PPC - Brand Awareness,Pay Per Click,Google Ads,2025-05-11,2026-09-06,126843,Brand Awareness
CMP01012,CL0094,Content Marketing - Sales / Conversions,Content Mktg,LinkedIn,2025-02-06,13.05.2026,13701,Sales / Conversions
CMP01013,CL0292,Social Media Marketing - Lead Generation,Social Media Marketing,Meta Ads,2025-09-08,2024-12-02,55740,Lead Generation
CMP01014,CL0139,Local SEO / GMB - App Installs,Local SEO / GMB,Organic Search (Google),2025-06-25,2026-09-06,22412,App Installs
CMP01015,CL0049,Social Media Marketing - App Installs,social media marketing,YouTube Ads,2026-07-08,2026-09-06,20281,App Installs
CMP01016,CL0309,Social Media Marketing - App Installs,Social Media Mktg,YouTube Ads,2025-07-07,2026-09-06,48092,App Installs
CMP01017,CL0293,Social Media Marketing - Website Traffic,Social Media Mktg,Instagram,2025-11-23,2026-09-06,36940,Website Traffic
CMP01018,CL0016,Social Media Marketing - Sales / Conversions,Social Media Marketing,Meta Ads,2025-04-24,2026-01-26,18336,Sales / Conversions
CMP01019,CL0289,Email Marketing - App Installs,Email Marketing,Email,2026-04-25,2026-09-06,"21,080",App Installs
CMP01020,CL0304,SEO - Local Footfall,SEO,Organic Search (Google),2025-03-18,2026-02-02,35010,Local Footfall
CMP01021,CL0266,Local SEO / GMB - Lead Generation,Local SEO / GMB,Google My Business,2025-03-04,2026-06-11,24537,Lead Generation
CMP01022,CL0082,Content Marketing - Sales / Conversions,Content Mktg,YouTube,2025-02-19,2026-07-15,33483,Sales / Conversions
CMP01023,CL0203,Email Marketing - Local Footfall,Email Marketing,Email,2025-08-21,2026-09-03,"22,516",Local Footfall
CMP01024,CL0173,Social Media Marketing - Local Footfall,Social Media Marketing,YouTube Ads,2025-10-05,2026-09-06,99745,Local Footfall
CMP01025,CL0199,Content Marketing - Local Footfall,Content Marketing,YouTube,2026-07-08,2026-09-06,34083,Local Footfall
CMP01026,CL0198,PPC - Brand Awareness,PPC,Bing Ads,2025-08-30,2026-06-09,65781,Brand Awareness
CMP01027,CL0205,Content Marketing - Sales / Conversions,Content Marketing,LinkedIn,2025-06-15,31-Jul-2026,26916.0,Sales / Conversions
CMP01028,CL0165,SEO - Lead Generation,SEO,Organic Search (Google),2026-01-17,2026-09-06,52143,Lead Generation
CMP01029,CL0221,PPC - Local Footfall,Pay Per Click,,2026-05-08,2026-09-06,75462,Local Footfall
CMP01030,CL0169,PPC - Website Traffic,PPC,Google Ads,2024-09-27,2025-10-06,87566,Website Traffic
CMP01031,CL0006,PPC - Brand Awareness,PPC,Google Ads,2025-03-03,2026-08-26,45220,Brand Awareness
CMP01032,CL0012,PPC - Lead Generation,PPC,Google Ads,2025-05-11,2026-08-01,148708,Lead Generation
CMP01033,CL0307,Content Marketing - App Installs,Content Marketing,YouTube,2025-01-16,2026-02-22,36031,App Installs
CMP01034,CL0291,PPC - App Installs,PPC,Google Ads,2026-01-08,2026-09-06,62927,App Installs
CMP01035,CL0188,Content Marketing - Local Footfall,Content Marketing,LinkedIn,2026-03-03,2026-09-06,33402,Local Footfall
CMP01036,CL0056,SEO - Local Footfall,SEO,Organic Search (Google),2025-03-26,2026-05-15,33051,Local Footfall
CMP01037,CL0251,Content Marketing - App Installs,Content Marketing,Organic Search (Google),2025-08-19,2026-08-17,16194,App Installs
CMP01038,CL0046,Content Marketing - App Installs,Content Marketing,LinkedIn,2026-07-08,06.09.2026,44989,App Installs
CMP01039,CL0121,PPC - App Installs,PPC,Bing Ads,2026-06-11,2026/09/06,135136,App Installs
CMP01040,CL0106,Content Marketing - Local Footfall,content marketing,Organic Search (Google),2026-03-14,09/06/2026,43395,Local Footfall
CMP01041,CL0004,Email Marketing - Sales / Conversions,email marketing,Email,2024-11-25,2026-07-31,,Sales / Conversions
CMP01042,CL0259,Content Marketing - App Installs,Content Marketing,Organic Search (Google),2025-04-26,2026/03/31,20256,App Installs
CMP01043,CL0164,PPC - App Installs,PPC,Google Ads,2025-01-17,2026-03-10,26466,App Installs
CMP01044,CL0102,Social Media Marketing - Lead Generation,social media marketing,Instagram,2025-12-07,2026-09-06,77180,Lead Generation
CMP01045,CL0163,Content Marketing - App Installs,Content Marketing,Organic Search (Google),2025-02-17,2026-08-28,23115,App Installs
CMP01046,CL0001,PPC - Sales / Conversions,PPC,Bing Ads,2025-09-19,2026-09-04,135988,Sales / Conversions
CMP01047,CL0140,Content Marketing - Lead Generation,Content Marketing,Organic Search (Google),2025-10-11,06.09.2026,44794,-
CMP01048,CL0167,PPC - Brand Awareness,PPC,Google Ads,2025-06-28,2026-09-06,36663,Brand Awareness
CMP01049,CL0109,Content Marketing - Lead Generation,Content Marketing,LinkedIn,2024-10-15,2026-07-01,46678,Lead Generation
CMP01050,CL0266,SEO - Local Footfall,SEO,Organic Search (Google),25-May-2025,2026-06-16,21312,Local Footfall
CMP00890,CL0128,PPC - Website Traffic,PPC,Bing Ads,2025-01-16,2026-09-06,60784,unknown
CMP00061,CL0047,SEO - Lead Generation,SEO,Organic Search (Google),04/17/2025,2026-04-18,15272,Lead Generation
CMP00971,CL0266,Email Marketing - Lead Generation,Email Marketing,Email,2025-02-13,09/06/2026,9717,Lead Generation
CMP00879,CL0033,Social Media Marketing - Lead Generation,Social Media Marketing,YouTube Ads,2026-03-14,2026-09-06,72280,Lead Generation
CMP00228,CL0192,Content Marketing - Local Footfall,Content Marketing,LinkedIn,2025-08-23,2026-07-07,34542,Local Footfall
CMP00909,CL0232,SEO - Local Footfall,SEO,Organic Search (Google),2026-05-13,2026-09-06,48898,Local Footfall
CMP00413,CL0288,SEO - Lead Generation,SEO,Organic Search (Google),2025-02-22,24.07.2026,25251,Lead Generation
CMP00713,CL0117,SEO - Website Traffic,SEO,Organic Search (Google),2024-09-23,2025-10-08,40346,Website Traffic
CMP00825,CL0266,SEO - Sales / Conversions,SEO,Organic Search (Google),2025-10-06,2026-07-21,29613,Sales / Conversions
CMP00583,CL0288,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,2025-02-27,2026-01-29,31844,-
CMP00689,CL0153,Social Media Marketing - Website Traffic,Social Media Marketing,Instagram,2025-01-10,06.09.2026,94675,Website Traffic
CMP00234,CL0256,Social Media Marketing - Website Traffic,Social Media Marketing,,2024-11-27,03/08/2026,25520,Website Traffic
CMP00772,CL0125,SEO - Local Footfall,SEO,Organic Search (Google),2024-10-29,2026-08-26,23101,Local Footfall
CMP00259,CL0319,SEO - App Installs,SEO,Organic Search (Google),2025-12-28,2026-09-06,41301,App Installs
CMP00435,CL0281,Social Media Marketing - Local Footfall,Social Media Marketing,YouTube Ads,2024-10-19,2026-09-06,28521,Local Footfall
CMP00635,CL0221,SEO - Website Traffic,seo,Organic Search (Google),2026-05-08,2026-09-06,22253,Website Traffic
CMP00092,CL0176,PPC - Lead Generation,PPC,Bing Ads,2024-10-12,23/04/2026,79042,Lead Generation
CMP00210,CL0088,SEO - Lead Generation,SEO,Organic Search (Google),2025-04-15,2026-09-06,48652,Lead Generation
CMP00131,CL0059,Social Media Marketing - Sales / Conversions,Social Media Marketing,LinkedIn Ads,2024-12-02,2026-07-31,Rs. 64216,Sales / Conversions
CMP00482,CL0228,SEO - Sales / Conversions,SEO,Organic Search (Google),2025-12-03,2026-09-06,"23,985",Sales / Conversions
CMP00785,CL0219,Social Media Marketing - Lead Generation,Social Media Marketing,Instagram,2025-06-02,2026-05-17,,Lead Generation
CMP00426,CL0189,SEO - Sales / Conversions,SEO,Organic Search (Google),2024-09-20,2026-08-02,38430,Sales / Conversions
CMP00535,CL0030,Social Media Marketing - Brand Awareness,Social Media Marketing,,2024-11-13,2026-09-06,60201,Brand Awareness
CMP00359,CL0164,SEO - Website Traffic,SEO,Organic Search (Google),2024-12-21,2026-09-06,54589,Website Traffic
CMP00503,CL0279,Social Media Marketing - Sales / Conversions,Social Media Marketing,LinkedIn Ads,2026-06-29,2026-09-06,"₹34,001",Sales / Conversions
CMP00021,CL0170,Social Media Marketing - App Installs,Social Media Marketing,Meta Ads,2025-09-03,2026-09-06,93550,App Installs
CMP00820,CL0271,Social Media Marketing - Sales / Conversions,Social Media Marketing,Instagram,2025-12-27,2026-09-06,23644,Sales / Conversions
CMP00841,CL0140,SEO - Local Footfall,SEO,Organic Search (Google),2025-10-11,2026-09-06,44198,Local Footfall
CMP00268,CL0215,Email Marketing - App Installs,Email Marketing,Email,2024-10-23,2026-01-06,11429,App Installs
CMP00517,CL0178,Social Media Marketing - Brand Awareness,Social Media Marketing,Meta Ads,2026-02-19,2026-09-06,"80,183",Brand Awareness
CMP00194,CL0024,Social Media Marketing - Brand Awareness,Social Media Marketing,Instagram,2024-12-10,2026-07-25,52299,Brand Awareness
CMP00417,CL0226,Content Marketing - Sales / Conversions,Content Marketing,YouTube,2026-02-12,2026-09-06,19516,Sales / Conversions
CMP00747,CL0242,PPC - App Installs,PPC,Bing Ads,2025-08-03,2026-05-20,,App Installs
CMP00717,CL0280,SEO - App Installs,SEO,,2026-02-14,2026-09-06,16026,App Installs
CMP00065,CL0317,Social Media Marketing - Website Traffic,Social Media Marketing,Instagram,2026-01-27,2026-09-06,51601.0,Website Traffic
CMP00484,CL0317,Email Marketing - Website Traffic,Email Marketing,Email,2026-01-27,2026-09-06,17051,Website Traffic
CMP00851,CL0173,Content Marketing - App Installs,Content Marketing,Organic Search (Google),2025-10-05,2026-09-06,23272,App Installs
CMP01004,CL0113,Local SEO / GMB - Lead Generation,Local SEO / GMB,Google My Business,2025-01-05,05/04/2026,8966,Lead Generation
CMP00429,CL0031,SEO - Sales / Conversions,SEO,Organic Search (Google),2024-09-10,2026-08-30,31240,-
CMP00118,CL0073,PPC - App Installs,PPC,,2025-04-10,2026-03-12,61127,App Installs
CMP00279,CL0089,SEO - Brand Awareness,SEO,,2025-04-15,2026-09-06,30313,Brand Awareness
CMP00293,CL0282,Social Media Marketing - Sales / Conversions,Social Media Marketing,Meta Ads,2025-09-19,2026-07-27,34127,Sales / Conversions
CMP00394,CL0295,SEO - Lead Generation,SEO,Organic Search (Google),2024-09-09,2026-01-27,32191,Lead Generation
CMP00714,CL0014,PPC - Sales / Conversions,PPC,Bing Ads,12/10/2025,2026-09-06,126445,Sales / Conversions
CMP00258,CL0297,Social Media Marketing - Sales / Conversions,Social Media Marketing,YouTube Ads,2025-06-08,2026-02-16,35669,Sales / Conversions
CMP01013,CL0292,Social Media Marketing - Lead Generation,Social Media Marketing,Meta Ads,2025-09-08,2024-12-02,55740,Lead Generation
CMP00643,CL0023,Content Marketing - Sales / Conversions,Content Marketing,Organic Search (Google),2024-09-30,2026-08-19,30518,Sales / Conversions
CMP00756,CL0311,SEO - App Installs,SEO,Organic Search (Google),2025-11-20,2026-09-06,19791,App Installs
CMP00694,CL0000,PPC - Lead Generation,PPC ,Google Ads,2026-03-15,2026-09-06,22277,Lead Generation
CMP00617,CL0000,Local SEO / GMB - App Installs,Local SEO / GMB,Organic Search (Google),2026-07-08,2026-09-06,20288,App Installs
CMP00962,CL0218,Social Media Marketing - Brand Awareness,Social Media Marketing,YouTube Ads,2024-09-17,2026-04-28,82937,Brand Awareness
CMP00015,CL0127,Social Media Marketing - Website Traffic,social media marketing,Instagram,2025-02-17,2026-07-03,60033,Website Traffic
